config_id,best_file,best_rtt,num_tasks,connection_probability,client_percentage,server_percentage,dnn1_per_server,dnn1_per_client,dnn1_initial_queue,dnn2_initial_queue
ds_0162,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,117,0.05,0.6,0.9,1,2,0,0
ds_0163,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,117,0.05,0.6,0.9,1,2,0,0
ds_0164,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,117,0.05,0.6,0.9,1,2,0,0
ds_0165,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,117,0.05,0.6,0.9,1,2,0,0
ds_0166,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,117,0.05,0.6,0.9,1,2,0,0
ds_0167,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,117,0.05,0.6,0.9,1,2,0,0
ds_0168,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,117,0.05,0.6,0.9,1,2,0,0
ds_0169,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,117,0.05,0.6,0.9,1,2,0,0
ds_0170,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,117,0.05,0.6,0.9,1,2,0,0
ds_0171,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,117,0.05,0.6,0.9,1,2,0,0
ds_0172,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,117,0.05,0.6,0.9,1,2,0,0
ds_0173,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,117,0.05,0.6,0.9,1,2,0,0
ds_0174,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,117,0.05,0.6,0.9,1,2,0,0
ds_0175,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,117,0.05,0.6,0.9,1,2,0,0
ds_0176,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,117,0.05,0.6,0.9,1,2,0,0
ds_0177,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,117,0.05,0.6,0.9,1,2,0,0
ds_0178,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,117,0.05,0.6,0.9,1,2,0,0
ds_0179,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,117,0.05,0.6,0.9,1,2,0,0
ds_0180,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,117,0.05,0.6,0.9,1,2,0,0
ds_0181,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
ds_0182,simulation_1_placement_1119fd551a4782de_9bec54f2.json,0.7657264116150495,645,0.05,0.6,0.9,1,2,0,0
