dataset_id,num_tasks,task_ids,optimal_rtt,placement_plan,task_types
ds_00967,5,"(0, 1, 2, 3, 4)",2.9808896706399493,"{'0': [13, 64], '1': [11, 53], '2': [15, 78], '3': [11, 54], '4': [14, 69]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00208,5,"(0, 1, 2, 3, 4)",0.49666700487362586,"{'0': [0, 0], '1': [1, 4], '2': [16, 79], '3': [2, 14], '4': [14, 72]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00458,5,"(0, 1, 2, 3, 4)",1.3272917300774107,"{'0': [0, 1], '1': [1, 4], '2': [15, 78], '3': [2, 14], '4': [14, 71]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00481,5,"(0, 1, 2, 3, 4)",0.7807369856192145,"{'0': [1, 6], '1': [4, 22], '2': [11, 55], '3': [17, 86], '4': [14, 70]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00676,5,"(0, 1, 2, 3, 4)",0.7144441003204356,"{'0': [1, 5], '1': [5, 29], '2': [15, 78], '3': [10, 52], '4': [17, 85]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00574,5,"(0, 1, 2, 3, 4)",2.9484324245495244,"{'0': [2, 14], '1': [0, 0], '2': [14, 69], '3': [17, 84], '4': [16, 80]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00013,5,"(0, 1, 2, 3, 4)",1.049950580862845,"{'0': [17, 85], '1': [13, 67], '2': [1, 7], '3': [4, 22], '4': [17, 88]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00098,5,"(0, 1, 2, 3, 4)",1.3168530478584612,"{'0': [11, 54], '1': [1, 5], '2': [16, 79], '3': [2, 14], '4': [14, 71]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00351,5,"(0, 1, 2, 3, 4)",0.7635466641892185,"{'0': [1, 7], '1': [4, 21], '2': [11, 59], '3': [1, 6], '4': [7, 36]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00675,5,"(0, 1, 2, 3, 4)",1.5362221305200872,"{'0': [0, 0], '1': [5, 29], '2': [4, 20], '3': [14, 74], '4': [11, 58]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00745,5,"(0, 1, 2, 3, 4)",2.3914779628235703,"{'0': [11, 56], '1': [5, 29], '2': [4, 21], '3': [14, 73], '4': [11, 60]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00823,5,"(0, 1, 2, 3, 4)",3.34089300297081,"{'0': [13, 65], '1': [11, 58], '2': [1, 5], '3': [14, 73], '4': [14, 72]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00804,5,"(0, 1, 2, 3, 4)",0.9985200933195655,"{'0': [2, 14], '1': [16, 80], '2': [4, 22], '3': [11, 56], '4': [17, 87]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00882,5,"(0, 1, 2, 3, 4)",2.128744347070602,"{'0': [10, 49], '1': [11, 55], '2': [14, 71], '3': [4, 21], '4': [11, 56]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01006,5,"(0, 1, 2, 3, 4)",3.3745605447976015,"{'0': [18, 93], '1': [16, 79], '2': [11, 53], '3': [17, 84], '4': [11, 54]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00275,5,"(0, 1, 2, 3, 4)",1.1372582995713278,"{'0': [0, 0], '1': [5, 29], '2': [4, 20], '3': [1, 5], '4': [11, 58]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00065,5,"(0, 1, 2, 3, 4)",0.7723715193183935,"{'0': [0, 0], '1': [17, 83], '2': [4, 21], '3': [1, 7], '4': [13, 66]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00941,5,"(0, 1, 2, 3, 4)",7.420453009196493,"{'0': [11, 59], '1': [4, 22], '2': [3, 18], '3': [14, 72], '4': [7, 36]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00646,5,"(0, 1, 2, 3, 4)",3.1106704896579758,"{'0': [14, 71], '1': [11, 55], '2': [12, 63], '3': [11, 58], '4': [11, 57]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00951,5,"(0, 1, 2, 3, 4)",2.6114605812885627,"{'0': [1, 7], '1': [4, 22], '2': [10, 50], '3': [11, 54], '4': [17, 84]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01067,5,"(0, 1, 2, 3, 4)",0.9349729159234806,"{'0': [17, 84], '1': [11, 54], '2': [12, 63], '3': [11, 55], '4': [4, 22]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00171,5,"(0, 1, 2, 3, 4)",1.5509632060949985,"{'0': [1, 7], '1': [4, 24], '2': [14, 69], '3': [1, 9], '4': [11, 54]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01111,5,"(0, 1, 2, 3, 4)",1.752846237094455,"{'0': [1, 8], '1': [4, 22], '2': [14, 70], '3': [1, 9], '4': [17, 86]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00025,5,"(0, 1, 2, 3, 4)",1.2656747528719832,"{'0': [11, 54], '1': [5, 29], '2': [4, 21], '3': [11, 56], '4': [13, 67]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00126,5,"(0, 1, 2, 3, 4)",5.756441565177733,"{'0': [11, 54], '1': [13, 64], '2': [13, 65], '3': [14, 71], '4': [13, 66]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00561,5,"(0, 1, 2, 3, 4)",1.9225599954405634,"{'0': [1, 9], '1': [4, 23], '2': [11, 54], '3': [1, 8], '4': [14, 69]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00600,5,"(0, 1, 2, 3, 4)",2.1572870264911863,"{'0': [11, 56], '1': [17, 86], '2': [11, 57], '3': [1, 7], '4': [17, 87]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00953,5,"(0, 1, 2, 3, 4)",3.255026238032642,"{'0': [13, 64], '1': [11, 54], '2': [1, 8], '3': [4, 24], '4': [14, 69]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00952,5,"(0, 1, 2, 3, 4)",4.132834698351465,"{'0': [12, 63], '1': [13, 65], '2': [14, 69], '3': [4, 22], '4': [11, 54]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01060,5,"(0, 1, 2, 3, 4)",2.446669758058892,"{'0': [14, 74], '1': [11, 58], '2': [11, 57], '3': [1, 5], '4': [14, 75]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00143,5,"(0, 1, 2, 3, 4)",1.6142152950992406,"{'0': [11, 53], '1': [16, 81], '2': [1, 5], '3': [4, 20], '4': [17, 86]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00181,5,"(0, 1, 2, 3, 4)",1.6513336599766937,"{'0': [1, 9], '1': [4, 23], '2': [16, 80], '3': [1, 7], '4': [17, 84]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00243,5,"(0, 1, 2, 3, 4)",9.393583924886027,"{'0': [10, 50], '1': [10, 52], '2': [1, 5], '3': [16, 82], '4': [14, 72]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01003,5,"(0, 1, 2, 3, 4)",3.1878526074322338,"{'0': [18, 93], '1': [10, 50], '2': [14, 69], '3': [4, 22], '4': [11, 54]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01018,5,"(0, 1, 2, 3, 4)",1.7124681130339157,"{'0': [0, 0], '1': [14, 69], '2': [12, 63], '3': [2, 14], '4': [14, 73]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00736,5,"(0, 1, 2, 3, 4)",2.045705580719878,"{'0': [1, 4], '1': [17, 83], '2': [16, 80], '3': [11, 56], '4': [17, 85]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00904,5,"(0, 1, 2, 3, 4)",3.551241165313395,"{'0': [2, 14], '1': [11, 54], '2': [4, 21], '3': [11, 56], '4': [13, 67]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00803,5,"(0, 1, 2, 3, 4)",1.6590135605454612,"{'0': [13, 64], '1': [11, 58], '2': [11, 56], '3': [4, 22], '4': [14, 72]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00533,5,"(0, 1, 2, 3, 4)",1.0578645710049188,"{'0': [14, 69], '1': [17, 85], '2': [1, 5], '3': [14, 70], '4': [13, 67]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00579,5,"(0, 1, 2, 3, 4)",1.1065570066158568,"{'0': [16, 79], '1': [3, 15], '2': [15, 78], '3': [2, 14], '4': [14, 69]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00429,5,"(0, 1, 2, 3, 4)",0.5820594246204646,"{'0': [2, 14], '1': [10, 50], '2': [15, 78], '3': [16, 80], '4': [14, 72]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00438,5,"(0, 1, 2, 3, 4)",1.6441481628450072,"{'0': [0, 0], '1': [15, 78], '2': [12, 63], '3': [16, 80], '4': [14, 73]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00288,5,"(0, 1, 2, 3, 4)",0.9629222979787772,"{'0': [0, 1], '1': [1, 5], '2': [13, 64], '3': [2, 14], '4': [14, 71]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00227,5,"(0, 1, 2, 3, 4)",1.0745752404843836,"{'0': [14, 68], '1': [11, 53], '2': [18, 93], '3': [11, 54], '4': [4, 21]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_01062,5,"(0, 1, 2, 3, 4)",3.6570781568888733,"{'0': [10, 51], '1': [14, 75], '2': [11, 58], '3': [4, 20], '4': [14, 74]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01001,5,"(0, 1, 2, 3, 4)",0.8529385341600038,"{'0': [1, 7], '1': [4, 22], '2': [14, 69], '3': [1, 6], '4': [17, 84]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00246,5,"(0, 1, 2, 3, 4)",1.4407519566883091,"{'0': [10, 51], '1': [14, 69], '2': [11, 54], '3': [13, 67], '4': [14, 73]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00922,5,"(0, 1, 2, 3, 4)",1.6652849017511027,"{'0': [6, 31], '1': [11, 55], '2': [16, 82], '3': [4, 23], '4': [11, 56]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00684,5,"(0, 1, 2, 3, 4)",2.8186430237620033,"{'0': [2, 14], '1': [17, 83], '2': [4, 21], '3': [17, 85], '4': [17, 86]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00866,5,"(0, 1, 2, 3, 4)",5.3000801300961236,"{'0': [1, 4], '1': [5, 29], '2': [11, 53], '3': [3, 16], '4': [14, 75]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00329,5,"(0, 1, 2, 3, 4)",2.038133202696093,"{'0': [17, 83], '1': [3, 15], '2': [11, 53], '3': [2, 14], '4': [14, 70]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_01097,5,"(0, 1, 2, 3, 4)",2.8217185753929654,"{'0': [10, 50], '1': [15, 78], '2': [12, 63], '3': [11, 55], '4': [4, 22]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00660,5,"(0, 1, 2, 3, 4)",2.7218543058962577,"{'0': [16, 82], '1': [17, 86], '2': [11, 55], '3': [1, 6], '4': [17, 85]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00483,5,"(0, 1, 2, 3, 4)",2.3286242389402227,"{'0': [12, 63], '1': [17, 85], '2': [1, 6], '3': [4, 21], '4': [13, 66]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00139,5,"(0, 1, 2, 3, 4)",1.606884623437628,"{'0': [2, 14], '1': [3, 15], '2': [13, 65], '3': [11, 54], '4': [11, 55]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00263,5,"(0, 1, 2, 3, 4)",3.635361874176806,"{'0': [16, 79], '1': [13, 66], '2': [1, 7], '3': [4, 21], '4': [14, 70]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01094,5,"(0, 1, 2, 3, 4)",2.0072210784100015,"{'0': [2, 14], '1': [0, 0], '2': [4, 21], '3': [10, 52], '4': [11, 55]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00571,5,"(0, 1, 2, 3, 4)",2.4175092320545124,"{'0': [1, 9], '1': [4, 24], '2': [11, 54], '3': [1, 8], '4': [14, 69]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00538,5,"(0, 1, 2, 3, 4)",2.527804742865396,"{'0': [0, 0], '1': [1, 4], '2': [18, 93], '3': [2, 14], '4': [14, 71]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00569,5,"(0, 1, 2, 3, 4)",1.2006586769034606,"{'0': [2, 14], '1': [13, 64], '2': [15, 78], '3': [16, 79], '4': [14, 69]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00158,5,"(0, 1, 2, 3, 4)",0.7670967354415996,"{'0': [0, 1], '1': [1, 5], '2': [6, 30], '3': [2, 14], '4': [14, 75]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00773,5,"(0, 1, 2, 3, 4)",2.7089181365423785,"{'0': [17, 83], '1': [16, 80], '2': [14, 69], '3': [17, 84], '4': [11, 54]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00544,5,"(0, 1, 2, 3, 4)",1.7348581707797632,"{'0': [2, 14], '1': [11, 54], '2': [4, 20], '3': [17, 85], '4': [16, 81]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00414,5,"(0, 1, 2, 3, 4)",4.72774474580821,"{'0': [2, 14], '1': [0, 0], '2': [14, 73], '3': [17, 88], '4': [16, 82]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00812,5,"(0, 1, 2, 3, 4)",2.485390884273114,"{'0': [18, 93], '1': [10, 50], '2': [14, 69], '3': [4, 21], '4': [11, 54]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00001,5,"(0, 1, 2, 3, 4)",1.183736204923739,"{'0': [11, 57], '1': [4, 23], '2': [14, 73], '3': [1, 9], '4': [11, 56]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00899,5,"(0, 1, 2, 3, 4)",2.2924982359959993,"{'0': [15, 78], '1': [3, 15], '2': [12, 63], '3': [2, 14], '4': [13, 67]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00696,5,"(0, 1, 2, 3, 4)",1.7482999795231617,"{'0': [14, 71], '1': [11, 55], '2': [12, 63], '3': [11, 60], '4': [11, 58]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00893,5,"(0, 1, 2, 3, 4)",3.7355712855308334,"{'0': [13, 65], '1': [11, 57], '2': [1, 5], '3': [14, 74], '4': [14, 72]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00335,5,"(0, 1, 2, 3, 4)",0.9531183298007997,"{'0': [11, 53], '1': [5, 29], '2': [4, 22], '3': [1, 8], '4': [11, 56]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00233,5,"(0, 1, 2, 3, 4)",5.036928494458781,"{'0': [14, 68], '1': [13, 65], '2': [1, 6], '3': [4, 22], '4': [14, 69]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01025,5,"(0, 1, 2, 3, 4)",1.8360114739442985,"{'0': [11, 54], '1': [13, 66], '2': [16, 82], '3': [14, 71], '4': [14, 73]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00401,5,"(0, 1, 2, 3, 4)",1.7425784548536738,"{'0': [1, 8], '1': [4, 22], '2': [11, 56], '3': [1, 9], '4': [14, 73]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00618,5,"(0, 1, 2, 3, 4)",1.2085009318090505,"{'0': [18, 93], '1': [1, 5], '2': [16, 79], '3': [2, 14], '4': [17, 84]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00994,5,"(0, 1, 2, 3, 4)",1.9948117659761044,"{'0': [2, 14], '1': [0, 0], '2': [4, 22], '3': [10, 52], '4': [11, 56]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00614,5,"(0, 1, 2, 3, 4)",3.47914933092662,"{'0': [2, 14], '1': [0, 0], '2': [4, 21], '3': [16, 80], '4': [17, 84]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00186,5,"(0, 1, 2, 3, 4)",2.7622657141166442,"{'0': [1, 4], '1': [17, 83], '2': [13, 64], '3': [14, 69], '4': [17, 84]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00133,5,"(0, 1, 2, 3, 4)",3.6124872429073402,"{'0': [11, 54], '1': [16, 82], '2': [1, 9], '3': [4, 24], '4': [17, 85]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00772,5,"(0, 1, 2, 3, 4)",9.108248066203373,"{'0': [15, 78], '1': [17, 84], '2': [11, 54], '3': [13, 65], '4': [16, 80]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00937,5,"(0, 1, 2, 3, 4)",0.7736126015122212,"{'0': [7, 34], '1': [11, 56], '2': [6, 30], '3': [11, 60], '4': [4, 21]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00235,5,"(0, 1, 2, 3, 4)",2.6040888434508784,"{'0': [0, 0], '1': [14, 68], '2': [16, 82], '3': [1, 5], '4': [11, 57]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00342,5,"(0, 1, 2, 3, 4)",4.084196002875613,"{'0': [18, 93], '1': [11, 56], '2': [14, 71], '3': [4, 20], '4': [11, 55]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00987,5,"(0, 1, 2, 3, 4)",1.6898865251214255,"{'0': [10, 50], '1': [11, 54], '2': [12, 63], '3': [14, 71], '4': [4, 24]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00137,5,"(0, 1, 2, 3, 4)",3.448316078290283,"{'0': [11, 54], '1': [16, 79], '2': [6, 30], '3': [13, 67], '4': [4, 22]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00796,5,"(0, 1, 2, 3, 4)",3.0463299176907803,"{'0': [1, 5], '1': [16, 80], '2': [13, 65], '3': [10, 52], '4': [14, 72]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00353,5,"(0, 1, 2, 3, 4)",2.6988362525484506,"{'0': [7, 35], '1': [6, 32], '2': [1, 7], '3': [4, 22], '4': [14, 75]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00625,5,"(0, 1, 2, 3, 4)",2.677388625232815,"{'0': [0, 0], '1': [11, 55], '2': [13, 67], '3': [1, 5], '4': [11, 57]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00587,5,"(0, 1, 2, 3, 4)",1.4057277136535251,"{'0': [12, 63], '1': [16, 81], '2': [16, 79], '3': [11, 57], '4': [4, 24]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00713,5,"(0, 1, 2, 3, 4)",3.038155751129885,"{'0': [12, 63], '1': [13, 66], '2': [1, 7], '3': [4, 21], '4': [11, 55]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00930,5,"(0, 1, 2, 3, 4)",2.7823831016787635,"{'0': [11, 55], '1': [17, 85], '2': [14, 70], '3': [14, 71], '4': [17, 86]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00950,5,"(0, 1, 2, 3, 4)",2.2278146802371803,"{'0': [11, 54], '1': [13, 65], '2': [14, 69], '3': [1, 7], '4': [17, 84]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00947,5,"(0, 1, 2, 3, 4)",0.7518685832580242,"{'0': [7, 34], '1': [11, 56], '2': [6, 31], '3': [14, 73], '4': [14, 72]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00221,5,"(0, 1, 2, 3, 4)",0.7848003953250811,"{'0': [1, 7], '1': [4, 21], '2': [11, 54], '3': [1, 6], '4': [14, 69]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00338,5,"(0, 1, 2, 3, 4)",0.4566809515729576,"{'0': [0, 0], '1': [1, 4], '2': [16, 80], '3': [2, 14], '4': [14, 71]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_01099,5,"(0, 1, 2, 3, 4)",1.6233354845722028,"{'0': [16, 80], '1': [3, 16], '2': [11, 53], '3': [2, 14], '4': [14, 70]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00786,5,"(0, 1, 2, 3, 4)",2.1701690041488395,"{'0': [1, 6], '1': [16, 80], '2': [11, 54], '3': [3, 18], '4': [14, 72]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00347,5,"(0, 1, 2, 3, 4)",3.244708175116244,"{'0': [14, 69], '1': [12, 63], '2': [10, 50], '3': [11, 56], '4': [4, 20]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00169,5,"(0, 1, 2, 3, 4)",0.5547096391361149,"{'0': [2, 14], '1': [3, 16], '2': [13, 64], '3': [11, 53], '4': [17, 84]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00754,5,"(0, 1, 2, 3, 4)",1.2203222405079204,"{'0': [2, 14], '1': [0, 1], '2': [4, 23], '3': [13, 65], '4': [17, 84]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00756,5,"(0, 1, 2, 3, 4)",1.3042108448223169,"{'0': [1, 4], '1': [5, 29], '2': [15, 78], '3': [11, 54], '4': [17, 84]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00384,5,"(0, 1, 2, 3, 4)",5.225635170530729,"{'0': [2, 14], '1': [0, 0], '2': [16, 80], '3': [13, 65], '4': [17, 84]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01029,5,"(0, 1, 2, 3, 4)",0.9058622164092467,"{'0': [11, 54], '1': [14, 71], '2': [10, 51], '3': [13, 67], '4': [14, 73]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
