dataset_id,num_tasks,task_ids,optimal_rtt,placement_plan,task_types
ds_00724,5,"(0, 1, 2, 3, 4)",3.232033439371837,"{'0': [17, 83], '1': [0, 2], '2': [4, 24], '3': [17, 86], '4': [17, 85]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01095,5,"(0, 1, 2, 3, 4)",1.9471340720305053,"{'0': [0, 0], '1': [16, 79], '2': [4, 22], '3': [11, 55], '4': [14, 70]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01047,5,"(0, 1, 2, 3, 4)",1.7263432363929452,"{'0': [17, 84], '1': [11, 53], '2': [12, 63], '3': [14, 71], '4': [4, 22]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00819,5,"(0, 1, 2, 3, 4)",1.47187148687804,"{'0': [15, 78], '1': [16, 80], '2': [12, 63], '3': [2, 14], '4': [13, 67]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00108,5,"(0, 1, 2, 3, 4)",1.7091020088818218,"{'0': [0, 0], '1': [11, 56], '2': [13, 67], '3': [2, 14], '4': [11, 59]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_01049,5,"(0, 1, 2, 3, 4)",1.9950861078784703,"{'0': [16, 80], '1': [3, 16], '2': [11, 53], '3': [17, 84], '4': [14, 71]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00949,5,"(0, 1, 2, 3, 4)",0.4962746147726201,"{'0': [15, 78], '1': [3, 15], '2': [12, 63], '3': [2, 14], '4': [17, 84]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00835,5,"(0, 1, 2, 3, 4)",2.27298076333903,"{'0': [11, 55], '1': [14, 70], '2': [14, 73], '3': [14, 74], '4': [14, 75]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00865,5,"(0, 1, 2, 3, 4)",2.0363897673847644,"{'0': [0, 0], '1': [5, 29], '2': [14, 75], '3': [14, 72], '4': [11, 59]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00014,5,"(0, 1, 2, 3, 4)",1.837930570402264,"{'0': [2, 14], '1': [0, 1], '2': [4, 22], '3': [16, 82], '4': [11, 57]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00317,5,"(0, 1, 2, 3, 4)",2.9589646266128913,"{'0': [14, 68], '1': [13, 65], '2': [16, 79], '3': [11, 56], '4': [4, 21]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00915,5,"(0, 1, 2, 3, 4)",3.278508647585886,"{'0': [0, 1], '1': [5, 29], '2': [4, 24], '3': [1, 7], '4': [14, 71]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00416,5,"(0, 1, 2, 3, 4)",1.3737978307125223,"{'0': [1, 4], '1': [5, 29], '2': [18, 93], '3': [11, 54], '4': [13, 65]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00909,5,"(0, 1, 2, 3, 4)",3.6202937807040616,"{'0': [2, 14], '1': [3, 15], '2': [14, 68], '3': [15, 78], '4': [13, 67]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00551,5,"(0, 1, 2, 3, 4)",4.24036064693481,"{'0': [1, 6], '1': [14, 74], '2': [11, 60], '3': [1, 7], '4': [7, 37]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00237,5,"(0, 1, 2, 3, 4)",4.672174975290657,"{'0': [14, 68], '1': [11, 53], '2': [16, 81], '3': [11, 57], '4': [16, 82]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00622,5,"(0, 1, 2, 3, 4)",1.9483136501612268,"{'0': [13, 64], '1': [17, 84], '2': [11, 54], '3': [4, 22], '4': [16, 80]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00382,5,"(0, 1, 2, 3, 4)",9.928737438028088,"{'0': [16, 79], '1': [13, 65], '2': [14, 69], '3': [16, 80], '4': [11, 54]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00210,5,"(0, 1, 2, 3, 4)",1.9836484714417244,"{'0': [11, 58], '1': [17, 86], '2': [14, 73], '3': [1, 6], '4': [14, 71]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00809,5,"(0, 1, 2, 3, 4)",1.2328400224145928,"{'0': [2, 14], '1': [3, 16], '2': [12, 63], '3': [18, 93], '4': [17, 84]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00418,5,"(0, 1, 2, 3, 4)",0.8712665845193583,"{'0': [0, 0], '1': [1, 4], '2': [18, 93], '3': [2, 14], '4': [14, 69]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00463,5,"(0, 1, 2, 3, 4)",3.1741219979537476,"{'0': [12, 63], '1': [17, 85], '2': [1, 6], '3': [14, 71], '4': [13, 66]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00375,5,"(0, 1, 2, 3, 4)",2.097052361118584,"{'0': [0, 2], '1': [5, 29], '2': [4, 23], '3': [1, 7], '4': [11, 54]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00886,5,"(0, 1, 2, 3, 4)",2.80815818036533,"{'0': [1, 4], '1': [14, 68], '2': [13, 67], '3': [3, 16], '4': [14, 73]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00730,5,"(0, 1, 2, 3, 4)",2.1145024176573406,"{'0': [11, 56], '1': [17, 85], '2': [11, 55], '3': [14, 71], '4': [17, 86]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00938,5,"(0, 1, 2, 3, 4)",0.6957092336142471,"{'0': [0, 1], '1': [14, 68], '2': [6, 31], '3': [15, 78], '4': [7, 37]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00871,5,"(0, 1, 2, 3, 4)",0.8306213733567529,"{'0': [1, 6], '1': [4, 21], '2': [3, 18], '3': [14, 70], '4': [17, 85]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00887,5,"(0, 1, 2, 3, 4)",1.59012243785582,"{'0': [13, 66], '1': [10, 51], '2': [12, 63], '3': [11, 60], '4': [14, 73]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00926,5,"(0, 1, 2, 3, 4)",3.632295751289111,"{'0': [14, 69], '1': [16, 80], '2': [18, 93], '3': [10, 51], '4': [14, 71]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_01052,5,"(0, 1, 2, 3, 4)",1.786424025519994,"{'0': [15, 78], '1': [11, 56], '2': [17, 86], '3': [4, 21], '4': [11, 55]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00411,5,"(0, 1, 2, 3, 4)",2.4533897813083114,"{'0': [17, 86], '1': [4, 22], '2': [11, 58], '3': [17, 87], '4': [14, 71]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01093,5,"(0, 1, 2, 3, 4)",2.2400265473842955,"{'0': [10, 49], '1': [10, 51], '2': [14, 71], '3': [4, 22], '4': [11, 55]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00955,5,"(0, 1, 2, 3, 4)",1.481060035078738,"{'0': [0, 0], '1': [5, 29], '2': [4, 22], '3': [1, 9], '4': [14, 69]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00029,5,"(0, 1, 2, 3, 4)",1.7077255706892251,"{'0': [11, 53], '1': [3, 16], '2': [13, 64], '3': [2, 14], '4': [17, 84]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00892,5,"(0, 1, 2, 3, 4)",3.0819543029401673,"{'0': [11, 53], '1': [11, 57], '2': [14, 73], '3': [14, 72], '4': [14, 74]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00122,5,"(0, 1, 2, 3, 4)",13.081808680631042,"{'0': [13, 65], '1': [16, 81], '2': [13, 66], '3': [4, 21], '4': [13, 67]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00097,5,"(0, 1, 2, 3, 4)",1.928110698250685,"{'0': [11, 54], '1': [15, 78], '2': [16, 79], '3': [13, 66], '4': [4, 22]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00853,5,"(0, 1, 2, 3, 4)",2.8466410437919785,"{'0': [13, 65], '1': [11, 56], '2': [1, 6], '3': [4, 22], '4': [14, 71]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00549,5,"(0, 1, 2, 3, 4)",1.6188675000278834,"{'0': [16, 82], '1': [3, 16], '2': [15, 78], '3': [2, 14], '4': [7, 36]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00958,5,"(0, 1, 2, 3, 4)",2.2502861462471797,"{'0': [0, 0], '1': [14, 68], '2': [13, 64], '3': [2, 14], '4': [17, 84]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00038,5,"(0, 1, 2, 3, 4)",1.703005882274913,"{'0': [0, 0], '1': [1, 5], '2': [16, 79], '3': [2, 14], '4': [11, 54]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00297,5,"(0, 1, 2, 3, 4)",1.2654636802312247,"{'0': [14, 68], '1': [11, 53], '2': [16, 80], '3': [11, 56], '4': [16, 81]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00539,5,"(0, 1, 2, 3, 4)",0.6482260123624738,"{'0': [2, 14], '1': [12, 63], '2': [18, 93], '3': [16, 80], '4': [14, 71]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00289,5,"(0, 1, 2, 3, 4)",1.578742038562137,"{'0': [2, 14], '1': [3, 15], '2': [11, 54], '3': [17, 83], '4': [14, 71]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00024,5,"(0, 1, 2, 3, 4)",1.5943654875087605,"{'0': [11, 54], '1': [0, 0], '2': [4, 21], '3': [13, 67], '4': [11, 56]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00386,5,"(0, 1, 2, 3, 4)",3.123702399979611,"{'0': [10, 49], '1': [14, 68], '2': [11, 53], '3': [11, 54], '4': [14, 69]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00956,5,"(0, 1, 2, 3, 4)",3.13917950423494,"{'0': [14, 68], '1': [5, 29], '2': [13, 64], '3': [10, 50], '4': [14, 69]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00978,5,"(0, 1, 2, 3, 4)",1.3395658293764674,"{'0': [16, 80], '1': [13, 65], '2': [12, 63], '3': [2, 14], '4': [14, 72]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00321,5,"(0, 1, 2, 3, 4)",3.8343698559356794,"{'0': [1, 7], '1': [4, 21], '2': [11, 55], '3': [1, 6], '4': [14, 71]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00788,5,"(0, 1, 2, 3, 4)",4.844595424776419,"{'0': [0, 2], '1': [1, 6], '2': [11, 54], '3': [13, 65], '4': [13, 67]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00292,5,"(0, 1, 2, 3, 4)",1.3519925410778824,"{'0': [16, 79], '1': [11, 55], '2': [14, 71], '3': [4, 22], '4': [11, 56]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00564,5,"(0, 1, 2, 3, 4)",7.037427830015325,"{'0': [2, 14], '1': [0, 2], '2': [4, 22], '3': [17, 84], '4': [16, 80]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00491,5,"(0, 1, 2, 3, 4)",1.9002410554939395,"{'0': [17, 86], '1': [4, 21], '2': [13, 66], '3': [1, 7], '4': [14, 70]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00991,5,"(0, 1, 2, 3, 4)",2.3385982389526254,"{'0': [11, 57], '1': [4, 21], '2': [14, 72], '3': [1, 6], '4': [14, 73]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00933,5,"(0, 1, 2, 3, 4)",1.695895063758445,"{'0': [17, 83], '1': [11, 55], '2': [1, 5], '3': [14, 71], '4': [14, 70]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00209,5,"(0, 1, 2, 3, 4)",0.7509041216348488,"{'0': [2, 14], '1': [3, 15], '2': [11, 54], '3': [17, 84], '4': [14, 73]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_01030,5,"(0, 1, 2, 3, 4)",3.0495500395931856,"{'0': [14, 75], '1': [11, 60], '2': [11, 57], '3': [14, 74], '4': [14, 73]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00518,5,"(0, 1, 2, 3, 4)",1.2812210081671513,"{'0': [0, 1], '1': [1, 4], '2': [12, 63], '3': [16, 80], '4': [14, 71]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00306,5,"(0, 1, 2, 3, 4)",1.5540912158346625,"{'0': [1, 4], '1': [14, 70], '2': [11, 56], '3': [14, 72], '4': [14, 75]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00058,5,"(0, 1, 2, 3, 4)",1.1131736167820845,"{'0': [11, 53], '1': [12, 63], '2': [13, 65], '3': [11, 55], '4': [14, 72]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_01036,5,"(0, 1, 2, 3, 4)",2.8330661475325476,"{'0': [14, 68], '1': [13, 67], '2': [10, 51], '3': [14, 73], '4': [11, 60]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00523,5,"(0, 1, 2, 3, 4)",4.524909947126675,"{'0': [12, 63], '1': [17, 86], '2': [1, 8], '3': [4, 23], '4': [13, 66]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00653,5,"(0, 1, 2, 3, 4)",2.366549285478321,"{'0': [17, 83], '1': [17, 85], '2': [1, 6], '3': [4, 22], '4': [11, 56]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01090,5,"(0, 1, 2, 3, 4)",1.512268361578173,"{'0': [14, 74], '1': [11, 58], '2': [11, 60], '3': [11, 57], '4': [14, 73]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00688,5,"(0, 1, 2, 3, 4)",1.1297857572116972,"{'0': [0, 1], '1': [14, 69], '2': [13, 65], '3': [2, 14], '4': [17, 86]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00687,5,"(0, 1, 2, 3, 4)",1.7452858317545774,"{'0': [17, 83], '1': [16, 80], '2': [13, 65], '3': [17, 86], '4': [4, 21]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00018,5,"(0, 1, 2, 3, 4)",2.0159387436492646,"{'0': [0, 0], '1': [12, 63], '2': [16, 81], '3': [2, 14], '4': [11, 58]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00136,5,"(0, 1, 2, 3, 4)",1.0158367964537576,"{'0': [1, 4], '1': [5, 29], '2': [13, 65], '3': [16, 81], '4': [17, 85]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00534,5,"(0, 1, 2, 3, 4)",1.5255417402515419,"{'0': [2, 14], '1': [15, 78], '2': [14, 70], '3': [17, 86], '4': [16, 82]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00146,5,"(0, 1, 2, 3, 4)",1.9433338663293909,"{'0': [1, 4], '1': [17, 83], '2': [13, 64], '3': [14, 71], '4': [17, 86]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00824,5,"(0, 1, 2, 3, 4)",5.828934314171628,"{'0': [2, 14], '1': [11, 55], '2': [14, 73], '3': [11, 58], '4': [13, 67]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00543,5,"(0, 1, 2, 3, 4)",2.378384525727254,"{'0': [14, 68], '1': [17, 86], '2': [17, 85], '3': [4, 20], '4': [13, 67]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00872,5,"(0, 1, 2, 3, 4)",1.342094800835325,"{'0': [12, 63], '1': [11, 55], '2': [14, 70], '3': [4, 21], '4': [11, 56]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00753,5,"(0, 1, 2, 3, 4)",4.521446086061689,"{'0': [7, 35], '1': [6, 33], '2': [14, 74], '3': [4, 21], '4': [11, 60]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00271,5,"(0, 1, 2, 3, 4)",1.907849359922562,"{'0': [10, 52], '1': [4, 21], '2': [11, 55], '3': [16, 82], '4': [14, 70]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00877,5,"(0, 1, 2, 3, 4)",1.0203842622382415,"{'0': [13, 65], '1': [15, 78], '2': [12, 63], '3': [11, 55], '4': [4, 21]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00267,5,"(0, 1, 2, 3, 4)",1.5532909230082979,"{'0': [14, 69], '1': [12, 63], '2': [10, 50], '3': [11, 56], '4': [4, 21]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00125,5,"(0, 1, 2, 3, 4)",4.288743568941154,"{'0': [0, 0], '1': [13, 65], '2': [4, 22], '3': [1, 6], '4': [13, 66]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00345,5,"(0, 1, 2, 3, 4)",2.3522111189314803,"{'0': [0, 0], '1': [14, 69], '2': [4, 20], '3': [1, 5], '4': [11, 56]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00229,5,"(0, 1, 2, 3, 4)",2.158432856449818,"{'0': [2, 14], '1': [3, 16], '2': [11, 53], '3': [17, 83], '4': [10, 50]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00706,5,"(0, 1, 2, 3, 4)",2.5507015505260506,"{'0': [14, 68], '1': [11, 53], '2': [15, 78], '3': [11, 55], '4': [11, 56]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00966,5,"(0, 1, 2, 3, 4)",4.072506603030405,"{'0': [11, 53], '1': [16, 79], '2': [13, 64], '3': [3, 16], '4': [14, 69]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00862,5,"(0, 1, 2, 3, 4)",3.1900916484320843,"{'0': [12, 63], '1': [11, 60], '2': [14, 74], '3': [4, 20], '4': [14, 73]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00091,5,"(0, 1, 2, 3, 4)",0.6526670492539728,"{'0': [1, 6], '1': [4, 21], '2': [14, 71], '3': [11, 56], '4': [17, 85]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00946,5,"(0, 1, 2, 3, 4)",1.842923904723351,"{'0': [1, 4], '1': [5, 29], '2': [11, 56], '3': [3, 18], '4': [14, 72]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00749,5,"(0, 1, 2, 3, 4)",1.8064471405315783,"{'0': [2, 14], '1': [3, 15], '2': [11, 55], '3': [15, 78], '4': [7, 36]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_01074,5,"(0, 1, 2, 3, 4)",4.722554779499682,"{'0': [17, 84], '1': [0, 1], '2': [4, 22], '3': [10, 52], '4': [17, 86]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00224,5,"(0, 1, 2, 3, 4)",3.9495092407514742,"{'0': [17, 83], '1': [0, 1], '2': [4, 22], '3': [10, 50], '4': [17, 84]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00541,5,"(0, 1, 2, 3, 4)",2.3454587363879664,"{'0': [17, 85], '1': [4, 20], '2': [11, 55], '3': [1, 5], '4': [14, 71]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00366,5,"(0, 1, 2, 3, 4)",1.0691938663553215,"{'0': [1, 5], '1': [5, 29], '2': [11, 53], '3': [11, 54], '4': [14, 69]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00578,5,"(0, 1, 2, 3, 4)",0.8659726803802602,"{'0': [15, 78], '1': [1, 4], '2': [12, 63], '3': [2, 14], '4': [14, 69]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_01089,5,"(0, 1, 2, 3, 4)",0.689211342945594,"{'0': [11, 55], '1': [3, 15], '2': [10, 50], '3': [13, 64], '4': [14, 74]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00802,5,"(0, 1, 2, 3, 4)",3.2599662891161207,"{'0': [11, 54], '1': [11, 56], '2': [14, 72], '3': [4, 22], '4': [14, 73]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00592,5,"(0, 1, 2, 3, 4)",4.63943044303144,"{'0': [16, 81], '1': [16, 82], '2': [11, 56], '3': [4, 22], '4': [11, 57]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00155,5,"(0, 1, 2, 3, 4)",7.937875311864488,"{'0': [11, 54], '1': [17, 84], '2': [4, 20], '3': [11, 56], '4': [13, 67]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00715,5,"(0, 1, 2, 3, 4)",0.5281473960399837,"{'0': [0, 0], '1': [5, 29], '2': [4, 22], '3': [1, 7], '4': [17, 86]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00376,5,"(0, 1, 2, 3, 4)",1.7387894880298205,"{'0': [1, 4], '1': [5, 29], '2': [11, 53], '3': [3, 18], '4': [14, 69]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn2', 4: 'dnn2'}"
ds_00792,5,"(0, 1, 2, 3, 4)",2.0540191385732127,"{'0': [13, 64], '1': [11, 56], '2': [14, 72], '3': [4, 24], '4': [11, 58]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00740,5,"(0, 1, 2, 3, 4)",4.059420708332951,"{'0': [11, 56], '1': [17, 86], '2': [11, 55], '3': [14, 70], '4': [17, 85]}","{0: 'dnn2', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_00132,5,"(0, 1, 2, 3, 4)",2.849158787722807,"{'0': [6, 31], '1': [17, 86], '2': [17, 85], '3': [4, 24], '4': [13, 66]}","{0: 'dnn1', 1: 'dnn2', 2: 'dnn2', 3: 'dnn2', 4: 'dnn2'}"
ds_01098,5,"(0, 1, 2, 3, 4)",0.9302510719007275,"{'0': [0, 1], '1': [1, 5], '2': [12, 63], '3': [2, 14], '4': [14, 70]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00509,5,"(0, 1, 2, 3, 4)",0.954287460776966,"{'0': [16, 80], '1': [3, 16], '2': [15, 78], '3': [2, 14], '4': [14, 71]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
ds_00478,5,"(0, 1, 2, 3, 4)",0.726833734873387,"{'0': [11, 56], '1': [15, 78], '2': [12, 63], '3': [2, 14], '4': [14, 72]}","{0: 'dnn1', 1: 'dnn1', 2: 'dnn1', 3: 'dnn1', 4: 'dnn2'}"
